開始日,終了日,実行ID,取引ID,段階,種別,in時刻,in価格,ロット
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0207,1,初回,2025-12-29 23:40:51.663000,156.02700,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0208,1,初回,2025-12-30 11:01:28.001000,156.21900,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0209,1,初回,2025-12-30 15:17:54.730000,155.98900,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0210,1,初回,2025-12-30 15:19:21.657000,155.95400,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0211,1,初回,2025-12-30 15:19:10.569000,155.96800,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0212,1,初回,2025-12-30 19:37:25.640000,155.78600,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0213,1,初回,2025-12-30 21:21:17.523000,155.97900,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0214,1,初回,2025-12-30 23:32:40.367000,156.30500,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0215,1,初回,2025-12-30 23:32:40.745000,156.30700,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0216,1,初回,2025-12-31 00:16:37.004000,156.40000,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0217,1,初回,2025-12-31 00:26:52.258000,156.48200,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0218,1,初回,2025-12-31 13:17:41.336000,156.53800,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0219,1,初回,2025-12-31 13:20:12.639000,156.57200,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0220,1,初回,2025-12-31 13:42:31.730000,156.57200,1.00
2025-12-01,2025-12-31,20260209_124304,20260209_124304-0221,1,初回,2025-12-31 23:00:37.215000,156.80200,1.00
