開始日,終了日,実行ID,取引ID,段階,種別,in時刻,in価格,ロット
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0001,3,段階2,2016-06-03 21:30:01.773000,108.40100,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0001,4,段階3,2016-06-03 21:30:01.773000,108.35400,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0001,5,段階4,2016-06-03 21:30:01.773000,108.30700,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0001,6,段階5,2016-06-03 21:30:01.773000,108.25900,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0002,1,初回,2016-06-07 01:30:08.733000,107.54000,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0003,1,初回,2016-06-16 02:59:50.242000,105.74200,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0003,2,段階1,2016-06-16 02:59:50.242000,105.67600,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0003,3,段階2,2016-06-16 02:59:50.242000,105.63700,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0004,1,初回,2016-06-16 03:16:37.626000,105.46000,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0005,1,初回,2016-06-16 11:45:46.364000,104.55500,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0006,1,初回,2016-06-16 13:50:24.008000,104.20300,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0006,2,段階1,2016-06-16 13:50:24.008000,104.14700,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0006,3,段階2,2016-06-16 13:50:24.008000,104.10200,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0006,4,段階3,2016-06-16 13:50:24.008000,104.05200,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0007,1,初回,2016-06-16 15:56:35.341000,103.57800,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0008,1,初回,2016-06-23 15:10:36.941000,104.06200,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0009,1,初回,2016-06-23 15:10:33.342000,104.31800,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0009,2,段階1,2016-06-23 15:10:33.342000,104.25000,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0009,3,段階2,2016-06-23 15:10:33.342000,104.21300,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0009,4,段階3,2016-06-23 15:10:33.342000,104.14600,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0009,5,段階4,2016-06-23 15:10:33.342000,104.07700,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0009,6,段階5,2016-06-23 15:10:33.342000,104.06200,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0010,1,初回,2016-06-23 15:10:32.811000,104.35500,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0010,2,段階1,2016-06-23 15:10:32.811000,104.27900,1.00
